"","MEdarkgreen","MEbrown","MEturquoise","MEwhite","MEred","MEpink"
"RIL_255_UN",-0.0884132393734423,-0.0840677144433855,0.0362743081128652,0.0742993325511493,-0.00416917859507451,-0.0807426347584538
"RIL_256_CR",0.0713341095679942,0.0429404151586832,0.0380523965880311,-0.0500892096190766,-0.0206680412805037,-0.00379189069111915
"RIL_256_UN",0.0705053420692395,0.0136519856465081,0.115780678596844,-0.0684660970590604,-0.110769731840667,-0.126762056789618
"RIL_259_CR",0.0077446275121964,0.147730145714426,0.0066123477680856,0.0114272706934586,-0.070205248231947,-0.0176442625304336
"RIL_259_UN",0.000257186531328075,0.0675473152236429,0.0430920189497378,0.00905047064675048,-0.0409586645540896,-0.0229561693510784
"RIL_264_CR",0.0494699393776665,0.0884241916080845,0.113424982965409,-0.0668548521963162,-0.0714208718971506,-0.0254155430498483
"RIL_264_UN",0.0499715240047206,0.0633379424317379,0.0312742778030677,-0.061480245952791,-0.0747123557808246,-0.0214390574328626
"RIL_265_CR",-0.101788735166311,-0.0415866255044497,0.011574588401297,0.0812509390706339,-0.0372255490327447,-0.049450357610221
"RIL_265_UN",-0.0827230308351494,-0.0243211070103996,0.0887669702912266,0.0919165300473502,-0.0424499302766699,-0.0879761770753599
"RIL_267_CR",0.0764619008053853,0.0590238287165593,0.0226993255090591,-0.0728720758996653,-0.038397592315692,-0.0749378987412998
"RIL_267_UN",0.0715350060532419,0.0582996652945222,-0.00336308983384671,-0.0600991615873706,-0.0755548085631764,-0.0527454552119558
"RIL_268_CR",-0.0721236690628279,0.0156004442651505,0.0646421634200018,0.0755869860649015,-0.0154702867128168,-0.042920340707997
"RIL_268_UN",-0.0792997597056457,-0.0269057563059307,0.0147207348914947,0.0747151552815914,0.0185648895591223,-0.0669764312005727
"RIL_270_CR",-0.016676848133491,0.238145125415114,0.0848122147690858,0.0823873460268606,-0.110002858207607,0.101542268165196
"RIL_270_UN",-0.0274000587252585,0.0158091582202649,-0.0627570752374815,0.068273396907723,0.0822591789745221,0.141610431289393
"RIL_277_CR",-0.0224930539866709,0.0355409535545599,0.0695551361638981,0.0677110582981734,-0.0358971694400215,-0.0724403789082994
"RIL_277_UN",-0.0278916192338078,-0.0627710695665975,-0.0724182156097318,0.0589538377963399,0.0913887361534221,-0.0496836805369228
"RIL_281_CR",-0.0857362190747385,-0.0488852443949932,-0.0430805139514192,0.0919097080054468,0.0477297656949378,0.0642282564131567
"RIL_281_UN",-0.0944687278208968,-0.128221511297166,-0.0374242205610655,0.0877885427499479,0.042304819172642,-0.0231514369617203
"RIL_282_CR",-0.0425966930300435,-0.0633320091711611,-0.049017601516895,0.00323140300496826,0.0869586419555521,0.0960258493279703
"RIL_282_UN",-0.0543328657947669,0.0204804877468212,0.0256723869666315,0.00335033311646201,0.021309620201179,0.124125284048619
"RIL_284_CR",-0.0463458025858238,0.00183098994977449,-0.0210398056063811,0.00596419211433674,0.0301095443832825,0.0851629442713476
"RIL_284_UN",-0.0421293264209779,-0.018967301350731,-0.00924840286950376,0.00684684678059162,0.0548558006489693,0.111025472656235
"RIL_285_CR",0.0769295012335445,0.0413930588132747,0.0314977103221567,-0.0666400152003225,-0.0550569568612957,-0.00550237925827432
"RIL_285_UN",0.0685542338082226,-0.0126731340314858,0.0970346421660398,-0.0675255991185736,-0.103971932914536,-0.0664067294272821
"RIL_288_CR",0.0680225475808902,-0.0166570351837595,-0.0533111314573349,-0.0699227013192528,0.0344399362730684,-0.0189228024960625
"RIL_288_UN",0.0684717804569509,-0.0441097080684251,-0.051584625972678,-0.0791638829042817,0.0182627154885607,-0.07711728559305
"RIL_289_CR",-0.0893617855281267,-0.081491340295394,-0.084721701162137,0.0885732515193392,0.0959929707947074,0.0137475756254212
"RIL_289_UN",-0.0959489413788582,-0.138921820726328,-0.0933145838511405,0.0853041846309099,0.111055215322928,-0.0204346212727309
"RIL_290_CR",-0.102350437639408,-0.0529460048980993,-0.0347816372070397,0.0817621781248889,0.0730329788506775,0.0888919134093188
"RIL_290_UN",-0.0919020212146974,-0.0316697459197029,-0.0108947566868805,0.0859808773258337,0.0285491803357544,0.0604353215930957
"RIL_294_UN",0.0681968446472546,0.0103243721153987,-0.00732221557285877,-0.06518231295182,0.00328964432890521,-0.0120072835775965
"RIL_30_CR",0.0476316311625552,0.0686804560125752,0.0229577600270253,-0.0459292884013788,-0.0357220198078632,-0.0707763844669576
"RIL_30_UN",0.0307876172200055,-0.0626284041931483,-0.0271865533583709,-0.0692619635346574,0.0226587424100864,-0.0853890885094955
"RIL_300_CR",-0.07644521076229,0.0374640950783383,-0.0799746775223716,0.0854258163424976,0.0423229862604163,0.101124782344136
"RIL_300_UN",-0.0759454039169921,0.0177862137320862,-0.0587879211916136,0.0850163956760027,0.0304801017126958,0.0491478224768617
"RIL_301_CR",-0.0775289459741688,-0.0640949700371593,-0.0089837853638496,0.0828009950764019,0.0453893004180918,-0.0537209905701541
"RIL_301_UN",-0.085764354957704,-0.00499828220753473,0.0563343525711652,0.0888428583601576,-0.03987667493115,-0.0268305324614176
"RIL_303_CR",-0.036534585727057,-0.00324337521292948,0.110359421402016,0.0370570050124946,-0.11680864366781,-0.0111655271143511
"RIL_303_UN",-0.0403492645821813,-0.0290734390193851,0.100671054072477,0.0301584806406072,-0.0978160788946702,-0.0788639027594839
"RIL_308_CR",0.0463674741211238,0.0237929998121716,0.00321935284696873,-9.05119119426227e-05,-0.00348587025022735,-0.0416606076457501
"RIL_308_UN",0.0348990808669605,0.0384921851197298,-0.0489634001874244,0.00597777964567765,0.0220688096238874,0.0660702416513475
"RIL_31_CR",-0.0339185664280729,0.0325706472266598,0.0857937883891837,0.0547019393367266,-0.0274245328243238,-0.0196881932342235
"RIL_31_UN",-0.0391754463722575,0.0487475249944733,0.0989954755556122,0.0615602565068188,-0.0523473953785045,0.0109175730148516
"RIL_311_CR",0.0700884177205185,0.183286344986048,0.147608078931566,-0.052399572875661,-0.141912543437803,0.0068993561039468
"RIL_318_CR",-0.0905612222679401,-0.00356819322609235,0.106950394711924,0.0832980364179707,-0.0235411442670529,-0.0207088100126229
"RIL_318_UN",-0.108241238951287,0.13402184516383,0.134552946953657,0.0973689675923811,-0.0914127623940668,0.10328160553554
"RIL_325_CR",-0.010066147400218,0.0317727120221789,-0.0167889858354834,0.054980190405249,-0.0500026763429853,-0.0605264680555281
"RIL_325_UN",-0.00488915860872608,-0.0183405926306219,-0.055031100539988,0.066927250018833,0.00780081350618883,0.0159806265099745
"RIL_329_CR",-0.0739741781881553,-0.0119819189286443,0.00976424347883158,0.0819385175389224,0.0369013303512622,0.0338075918191268
"RIL_329_UN",-0.0895721869683541,-0.0555383576161696,-0.0371456403573584,0.0793714633918623,0.0476054944557904,0.0195540942341203
"RIL_332_CR",0.0681418763158429,0.00642046468095502,-0.00758870465891917,-0.0596096533187156,0.0354005849574959,-0.0531295661765565
"RIL_332_UN",0.0712824946256783,-0.00062925952438267,0.0350468003529193,-0.0554246397828786,0.00994165079515549,-0.0716179497655982
"RIL_337_UN",0.0702296886505807,0.0892766796096569,0.0106758908336633,-0.0591720485081752,-0.00455614607579876,0.131928066110526
"RIL_339_CR",0.07287550279416,0.118017165032195,0.0691056144722244,-0.0575506205490581,-0.0431783383797157,0.0260138063841227
"RIL_339_UN",0.0713985228989105,0.047816533527763,0.0670473672364062,-0.0594220327564429,-0.0200741716238634,0.0280986043699117
"RIL_340_CR",-0.0782146216519357,0.0349057979821734,0.0650081718719055,0.0814298226034913,-0.0235553182647159,-0.0271838053841092
"RIL_340_UN",-0.0929481680303955,-0.0252194759696962,0.00590667534617087,0.0859852544589291,0.033279065302623,0.00363246846077518
"RIL_341_CR",0.0715246128298621,0.0160167685192637,0.0566499012623658,-0.0700450893852904,-0.0103448993608817,-0.00358259688611609
"RIL_341_UN",0.0781156836356503,-0.0318970163920344,0.00971495258929545,-0.0633860657028117,0.0330629304022419,-0.0516509251782764
"RIL_344_CR",0.0656523046603295,0.00905566787638455,-0.0537857268560058,-0.0661479924038902,0.0534793488032791,-0.0333679861707518
"RIL_344_UN",0.0678840506335382,0.0100276656658828,-0.0818392912163647,-0.069325689290178,0.0511369921813664,0.00946904054076049
"RIL_346_CR",-0.0308449302120825,0.0519166081027349,0.133101801043972,0.0194229454621469,-0.121168482478848,-0.0409340610954395
"RIL_346_UN",-0.0335911537106626,-0.00723318474879827,0.0411606893334333,0.0255703518900615,-0.0320430600358773,-0.0206909464767165
"RIL_347_CR",-0.103198931268051,-0.0626738757609209,-0.0408480421060637,0.090042655500865,0.0680487652462077,0.0253421776405042
"RIL_347_UN",-0.0999824825943307,-0.0588238900321994,-0.0578634581388258,0.0899668230288898,0.050953156823228,-0.00340942308884077
"RIL_353_CR",-0.0517519353613954,0.0208300853774202,-0.027211425032941,0.0548345658659992,-0.0155277806905788,0.0596766354657335
"RIL_353_UN",-0.0524304011391673,0.0700311441783262,0.0184330889985027,0.046178443146529,-0.0723311154359077,0.0132034538281426
"RIL_354_CR",-0.0521965864225269,-0.0423504694368561,-0.010046560526183,0.0140595909776984,-0.0208569719421527,-0.0695006661185821
"RIL_354_UN",-0.0515181985383072,-0.0310101579703102,-0.0297896666365776,0.0118509602130596,0.015809605462541,0.0273845379489783
"RIL_355_CR",0.0702298164762708,0.0075478662276544,-0.0529275813455713,-0.0696551480901834,0.0434978327563546,-0.0359219868115137
"RIL_355_UN",0.0706437796711915,0.00437008432575851,-0.0390769022964139,-0.066979224811706,0.0288810240962706,-0.075953208114374
"RIL_357_CR",0.0662883351227291,-0.0583533074605155,-0.0747098569269074,-0.0554324116977683,0.0772369635291074,0.0323331812382335
"RIL_357_UN",0.0656907994192499,-0.0916843834069774,-0.0743148300217375,-0.0605063788893738,0.081858011889556,0.0957334086610153
"RIL_359_CR",-0.0337560340946246,0.0366872090811033,0.077962674496207,0.0117791539092224,-0.0245557707327158,-0.00334783823812327
"RIL_359_UN",-0.0267652891719493,0.00697855330802111,0.0649392721580239,0.0189177992467684,-0.00370618331710678,0.0103739807987426
"RIL_36_CR",0.0306587072493158,0.0272732562705022,0.111259704921506,-0.0546720197418959,-0.0586300375787737,-0.0793796611739566
"RIL_36_UN",0.0285311877271584,-0.0105970698202432,0.0979760119269389,-0.0615046002287923,-0.0324688113154991,-0.103977131886504
"RIL_360_CR",0.0461432532334557,0.14459244493667,0.0379636080589098,-0.0350370743490081,-0.0776176358250512,0.0893827708233625
"RIL_360_UN",0.0440609151423883,0.0417256894974829,-0.0323523525255167,-0.035643954949588,0.0066963441908441,0.0715561022887268
"RIL_363_CR",-0.000210470790866621,-0.104853586383619,-0.0455491709472644,-0.0447764689872973,0.120933672005218,-0.00168040924565058
"RIL_363_UN",-0.00321192635823792,-0.0422333802594767,-0.018307801655446,-0.0414322023041003,0.0387228930589055,0.0790131657145537
"RIL_373_CR",-0.00133073928644584,-0.0266794646776388,-0.0443087457859127,0.0157218208026,0.0483315638901471,0.0686005208242629
"RIL_373_UN",-0.00844704830608035,0.0349212976705683,-0.0087762964122076,0.0198860123177941,-0.0122571924236775,0.0612031102509437
"RIL_376_CR",-0.0483231519958045,-0.102482287263046,-0.110100355420473,0.027412283793617,0.117939840318694,0.0250345261987032
"RIL_376_UN",-0.040114634130213,-0.0134593937625511,0.0492578138307689,0.0265983600956099,-0.0336802409065337,-0.00162873022500118
"RIL_380_CR",0.051762766411602,-0.0697453288694056,0.112026538909629,-0.0593158785736244,-0.110163885078437,-0.133426128835855
"RIL_380_UN",0.0264534796272486,-0.139533817456731,0.0912793042909396,-0.0647107744154419,-0.115208159016287,-0.159712714978695
"RIL_39_CR",0.0476011050765164,-0.0322228746321143,-0.0703639258079054,-0.0515180748191818,0.0560507808754698,0.0152636864921374
"RIL_39_UN",0.0541229133655999,-0.0739212930427655,-0.108739312041051,-0.0696774485681759,0.106284950623255,-0.00280636272600594
"RIL_42_CR",0.0639070035585336,0.00523056330925426,-0.0174486492482682,-0.0598626844175474,0.0110666247307679,-0.00258830880612438
"RIL_42_UN",0.0715135743472671,0.0144276873849095,-0.0401409477710472,-0.0603707063241725,0.0270092397328394,-0.0133939659281774
"RIL_46_CR",0.0716284378148011,-0.0137488802825218,-0.0448165820249068,-0.0638059349418207,-0.00497571424511775,0.0254651513259552
"RIL_46_UN",0.0739068135935524,-0.0314271495335611,0.0482393502349756,-0.0735730347788745,-0.0632908896972474,-0.0767262542565817
"RIL_53_CR",0.0698470811974113,0.104631317480652,0.0272354360069259,-0.0655975882570927,-0.045344757043846,0.00785705510968962
"RIL_53_UN",0.0689018818825872,0.0478715135029303,-0.0231839463331783,-0.0593703320071667,-0.0286786266564354,-0.00715994811443185
"RIL_60_CR",-0.0103680657655883,0.00061270199436453,-0.0193517571319559,0.0149080060433973,0.0534777454958052,-0.0277252147705835
"RIL_60_UN",-0.0193537595889321,-0.0473806740387288,-0.103335336114407,0.00703942935585708,0.11567969463888,0.137072016099331
"RIL_63_CR",0.0659682513017913,0.0913237045179983,0.00110579389050635,-0.073049330038042,-0.0397900647326368,0.0401091587755521
"RIL_63_UN",0.0630872118488636,-0.082198467384241,-0.0450087581192829,-0.0798122571634944,0.0484034254352533,-0.0733207990620962
"RIL_65_CR",-0.0494122601008265,0.0559438270356638,0.0376299348158274,0.0585892251977739,-0.0715440542274684,-0.0547888278474759
"RIL_65_UN",-0.058442557198264,-0.00306525373869021,0.0402866130014416,0.0606834233085783,-0.0178769678473447,-0.0323269335932488
"RIL_66_CR",0.0667872256057542,0.0451517428292949,0.0201015184284964,-0.0710237376018718,-0.0788857710090901,-0.0359856571579478
"RIL_66_UN",0.0665452609362722,-0.0403702479067147,-0.0245886591644089,-0.062185067053361,-0.0531923759475144,-0.0477677051758433
"RIL_69_CR",-0.0915504681319567,-0.0761200123203201,-0.0931023701604554,0.0867201814431921,0.107557763883541,0.019175899080101
"RIL_69_UN",-0.0990153579418384,-0.0940181265728742,-0.109321710224683,0.0828284961749554,0.12882303576952,0.0715843203932869
"RIL_7_CR",0.0638065698352113,0.0484122217975961,-0.0198940680845291,-0.059790250681413,-0.027438387652067,-0.00199049965316044
"RIL_7_UN",0.0607424947813438,-0.0413697891267826,0.0140025336442242,-0.0536029155236513,0.0147229128385121,-0.0158131204484116
"RIL_70_CR",-0.0217049342110781,-0.0331617746602853,0.145797464244206,0.0689552703778759,-0.129629384397209,-0.139609521162652
"RIL_70_UN",-0.0284737241794333,-0.0828441620155595,0.0747814338827993,0.0666337597139479,-0.0809761470960165,-0.134746848303698
"RIL_73_CR",0.00237125744154463,0.038861987545629,0.0427977408079648,-0.0425316307603571,-0.0488612280264757,-0.0286143109385543
"RIL_73_UN",0.0135882720878484,0.0697649665909532,0.118502976418013,-0.0335219758535252,-0.0985766832927735,-0.0896782390661112
"RIL_76_CR",0.0689120323969047,0.0576659205353283,0.0628078885964669,-0.0689401013905812,-0.111787661180227,-0.0733060997295718
"RIL_76_UN",0.0695685950942,0.0108602313819024,-0.0387742704547975,-0.0724552076067732,-0.025939438514577,-0.0375805330184435
"RIL_80_CR",0.0731877908064616,0.0319061220327599,-0.0564750604965545,-0.0614902539109574,0.0491297425571427,0.059109772097142
"RIL_80_UN",0.0677410124897098,0.0417715865646837,-0.093027119791133,-0.0638114509263588,0.059464589210242,0.109142221441112
"RIL_89_CR",0.0748393249338413,0.158360388584773,0.00252953884579951,-0.071311325140169,-0.103615948287499,-0.00832124773704476
"RIL_89_UN",0.065114904902066,0.0197957214585293,-0.0763817834873002,-0.0727085534536524,0.0474743086852628,0.0215855483726385
"RIL_9_CR",0.0789436549367874,-0.0117535851999887,-0.0630655337851661,-0.0708573871466916,0.0678409354581832,-0.0236887340875648
"RIL_9_UN",0.0774775334321115,0.0121926309522909,-0.0221075013044885,-0.0781354606254483,0.0163615914052292,-0.0138987571775588
"RIL_93_CR",-0.0615490831923842,0.0817869381801663,0.032141104170183,0.0699230585897476,-0.0163798070702651,0.0860199350858123
