"","MEbrown","MEturquoise","MEred"
"RIL_1_CR",-0.00618020366106075,-0.0182518338390466,0.0297581133711257
"RIL_1_UN",0.0260527438677471,0.00784735378295787,-0.0219909755700715
"RIL_103_CR",-0.00739134072660375,0.0598305403228726,-0.0333722618469907
"RIL_103_UN",-0.0233351788871244,0.101511127182334,-0.0807515971798975
"RIL_104_CR",-0.0802568620066669,-0.0804882050130934,0.0937705934564789
"RIL_104_UN",-0.125159443960193,-0.096752866560455,0.161958941825606
"RIL_113_CR",0.0522230660939861,0.168083351681209,-0.116833827754933
"RIL_113_UN",-0.00834398471679536,0.0919326208520773,-0.0630063520260199
"RIL_115_CR",0.0343803806406994,-0.0706685302636211,0.0372803410425779
"RIL_115_UN",-0.0453433114642442,-0.120361702466507,0.10473131282569
"RIL_12_CR",0.110306619962578,-0.0322029762125123,-0.0820055624071164
"RIL_12_UN",0.0497049773272232,-0.0178832635786691,-0.0438539783500411
"RIL_123_CR",0.049289513897549,0.15757049207572,-0.141972181719856
"RIL_123_UN",0.0770194032683907,0.160412294788893,-0.103887826781458
"RIL_124_CR",-0.0257560845093378,-0.0432764760819629,0.0889886567731323
"RIL_124_UN",-0.133688202325798,-0.00649593830262071,0.0409968521819656
"RIL_131_CR",0.0840690089821758,0.0971039852620421,-0.063770097817065
"RIL_131_UN",0.0238132869837636,0.112620520066929,-0.108255620556952
"RIL_136_CR",0.0473373324731837,-0.0258505942194651,-0.0259518187478856
"RIL_136_UN",-0.00811432454279664,-0.0423120456863497,-0.0308228301862642
"RIL_143_CR",-0.0501825983756266,-0.0700032457638234,0.0442255048081638
"RIL_143_UN",-0.111639185100594,-0.0770140161817808,0.0586261217532532
"RIL_146_CR",0.0231646345650863,0.0144199387558531,0.0372078629837704
"RIL_146_UN",-0.0696810509059162,0.0151430840292885,0.0462645880525296
"RIL_147_CR",-0.0271175143258417,-0.0251121986956673,0.0783273582715863
"RIL_147_UN",-0.0145014798573128,-0.0143062204761742,0.0147400412826743
"RIL_15_CR",0.0463479992724419,0.0194914367204223,-0.00119527573821816
"RIL_15_UN",-0.0404138504463111,-0.0760267402497671,0.0552823537249529
"RIL_150_CR",0.147306837441224,-0.0503975498660937,-0.0434279482571216
"RIL_150_UN",0.0169166243303816,-0.0520352391636326,0.0206741780453032
"RIL_154_CR",0.00364632584489332,-0.0183416165399375,-0.000281599819396745
"RIL_154_UN",-0.0899661217359171,-0.0682553241590713,0.0891068451630461
"RIL_155_CR",-0.0528163263240678,-0.0855116040722351,0.0606603438990085
"RIL_155_UN",-0.0885667547363893,-0.086984497491729,0.0677252454467488
"RIL_16_CR",0.0612235384332231,-0.0548251007070195,0.0093256374425385
"RIL_16_UN",0.0114447638573721,-0.0825485709866527,0.0600351539515888
"RIL_164_CR",0.161576839071475,0.160747816585555,-0.0883925021497475
"RIL_164_UN",0.0816179239255692,0.120723816832296,-0.089926164156544
"RIL_166_CR",0.0393480277703003,-0.08518552342527,0.0202462487181555
"RIL_166_UN",-0.00874199612167502,-0.067266950461697,0.0624504756365934
"RIL_171_CR",0.0783920655136351,-0.0268710589392242,-0.0424827622352564
"RIL_171_UN",0.0214991479107811,-0.0745555090077664,0.0152151601312254
"RIL_174_UN",-0.0494997490963779,0.0232190763476098,-0.0222852866804496
"RIL_175_CR",0.0768384045109539,0.00411090383007933,-0.0321097360839719
"RIL_175_UN",-0.012046421173393,-0.0604151556936109,0.0162610980485666
"RIL_176_CR",-0.105426586273359,-0.0180272301299459,0.0532990644573666
"RIL_176_UN",-0.112319599208186,-0.0115553437660491,0.0216433971949455
"RIL_182_CR",-0.00257474570219035,-0.0562314193027271,0.0727888103640055
"RIL_182_UN",-0.0576105698029267,-0.0381043137319057,0.0734198107415574
"RIL_183_CR",-0.0250960179453473,-0.0383370936313884,0.0115463849497734
"RIL_183_UN",-0.0954533290030514,-0.0965663539959939,0.121976503606663
"RIL_184_CR",0.0161631519119207,-0.000402033020396371,0.0319561660904933
"RIL_184_UN",-0.0129980849434873,0.025839550563908,-0.0655112714735775
"RIL_187_CR",-0.0583291548351395,0.0327668007650076,-0.0400259129391518
"RIL_187_UN",-0.0585564777055172,0.0431064947106614,-0.0460218771751277
"RIL_190_CR",-0.0530405118859775,-0.0840265998900167,0.116925745096218
"RIL_190_UN",-0.0217619416102297,-0.0154098729747425,0.0374099311834354
"RIL_193_CR",0.00176709237684515,-0.00873972850015519,0.0429913579002189
"RIL_193_UN",0.0197208344367074,0.0189811792796664,-0.0141882144644586
"RIL_198_CR",0.00757147299383803,-0.00135506575364752,0.0178366433993129
"RIL_198_UN",0.025869212713743,0.0159313531512363,-0.0513389082509929
"RIL_199_CR",0.0168410843096678,0.0292171594227665,-0.0121298449852091
"RIL_199_UN",0.00920928772665166,-0.015673638304842,0.014627760438709
"RIL_2_CR",-0.0521024718845708,-0.0126317901936661,0.0425231709685693
"RIL_2_UN",-0.0617246361979433,-0.00409810731578351,-0.00658821187444381
"RIL_201_CR",0.0820899841212341,0.102289687685024,-0.079936429280699
"RIL_201_UN",0.0630372056596165,0.0884826086682385,-0.0305007697111115
"RIL_204_CR",-0.00105674292946755,0.0231548194795505,-0.0613547625324527
"RIL_204_UN",0.00354798745564052,0.108205221927945,-0.133112230601128
"RIL_205_CR",-0.0459912442424822,-0.00164464402596866,0.0260433495571971
"RIL_205_UN",-0.0759629436699474,0.0203010302669191,-0.0202344310620536
"RIL_206_CR",0.112753077056169,-0.0224902191047171,-0.0486960726435009
"RIL_206_UN",0.0459674212715262,-0.0196714037046406,-0.0335273920222965
"RIL_207_CR",0.0432069879291686,-0.00137036072635198,-0.00175899909921541
"RIL_207_UN",-0.0438731295586942,-0.0466143060168165,0.0723264024259623
"RIL_208_CR",0.105386787522459,0.0422247575103759,-0.0598966217865642
"RIL_208_UN",0.0890660577863032,0.0469745404281743,-0.0477691902889268
"RIL_21_CR",0.0155774163303583,0.00683740980954849,0.0442941506541
"RIL_21_UN",-0.0660437511380935,-0.111873245209222,0.129847824547128
"RIL_211_CR",-0.0265634576304455,-0.0208373362634044,0.0309419823357822
"RIL_211_UN",-0.053867075032021,-0.0208575581950083,-0.0447389174057451
"RIL_212_CR",0.134300588736884,0.0320576932937595,-0.0921021852192143
"RIL_212_UN",-0.00302664841386065,-0.0609388229247458,0.0528384751467449
"RIL_213_CR",-0.040166391800932,-0.0598680851231069,0.0387223055597
"RIL_213_UN",-0.0788464801720939,-0.0798375799578989,0.065413463750562
"RIL_215_CR",0.0286441461300252,-0.00497576834534724,0.00486972080830466
"RIL_215_UN",0.0147093215685547,-0.0154795770155332,0.0150412033833147
"RIL_222_CR",-0.0582009283902017,-0.0864099563514852,0.118342501120691
"RIL_222_UN",-0.082147020873538,-0.105511915528956,0.122371925194976
"RIL_223_CR",0.0936522197821172,0.140625307036168,-0.12320214146607
"RIL_223_UN",0.0211908608686563,-0.0090875658836706,-0.0406509362518349
"RIL_225_CR",0.0815049553795682,0.0318427137327502,-0.041751296766654
"RIL_225_UN",0.0379779477002264,0.0953859543061409,-0.0783887200188648
"RIL_228_CR",-0.0100883836332461,0.0407302057078372,0.0172110924906873
"RIL_228_UN",-0.0655714642635791,-0.0145930180861341,0.0478561483250475
"RIL_229_CR",-0.05391570000524,0.00917686051812457,0.0475161642942534
"RIL_229_UN",-0.106776552222261,0.00121615742555459,0.0131869532543294
"RIL_23_CR",0.0602318456725842,0.0675156013658552,-0.0684999216274199
"RIL_232_CR",-0.0344989236166923,-0.0730350383433706,0.0634645496222103
"RIL_232_UN",-0.08544753943006,-0.110898240778055,0.14400691732532
"RIL_234_CR",0.0346078412807922,-0.0407594422605059,0.0619640803057174
"RIL_235_CR",0.0914581085821821,-0.0127603567752332,0.0189076634745277
"RIL_240_CR",0.149960941200507,-0.0712165277685547,-0.124782386720403
"RIL_240_UN",0.0573295668014767,-0.0589198867182021,-0.0518373638775016
"RIL_242_CR",0.0387743480232978,0.0707594745097643,-0.0475507989803624
"RIL_242_UN",-0.0890562730590126,-0.00365188709983949,0.0116455039635072
"RIL_243_CR",-0.0584999591884767,0.0153763845770264,-0.0216268965922246
"RIL_243_UN",0.0115175734303062,-0.04722347566568,-0.0199213113469643
"RIL_248_CR",-0.090646365849364,0.0312874507698652,-0.0338677693526752
"RIL_248_UN",-0.0952081991308419,0.00280253573654981,-0.00596461956865101
"RIL_25_CR",-0.0274311239065433,-0.00282236358079674,0.0278153861378858
"RIL_25_UN",0.00329154091655319,-0.0492739522536839,0.0338618142356306
"RIL_250_CR",0.0160113685990219,0.0123966489139778,0.0156163304969152
"RIL_250_UN",0.014980363335514,0.00681088142103249,0.0184624966475511
"RIL_251_CR",-0.0610720124262437,-0.107592242617864,0.133483167146554
"RIL_251_UN",-0.0155742140969435,-0.0850300740676503,0.110126909582055
"RIL_253_CR",-0.0987960836786934,0.0839360322208915,-0.0749054762692834
"RIL_253_UN",-0.0842501287951906,0.083960268271732,-0.103679007988834
"RIL_255_CR",-0.0607447750851809,-0.0178604076222995,0.0497556608763859
"RIL_255_UN",-0.0840677144433855,0.0362743081128652,-0.00416917859507451
"RIL_256_CR",0.0429404151586832,0.0380523965880311,-0.0206680412805037
"RIL_256_UN",0.0136519856465081,0.115780678596844,-0.110769731840667
"RIL_259_CR",0.147730145714426,0.0066123477680856,-0.070205248231947
"RIL_259_UN",0.0675473152236429,0.0430920189497378,-0.0409586645540896
"RIL_264_CR",0.0884241916080845,0.113424982965409,-0.0714208718971506
"RIL_264_UN",0.0633379424317379,0.0312742778030677,-0.0747123557808246
"RIL_265_CR",-0.0415866255044497,0.011574588401297,-0.0372255490327447
"RIL_265_UN",-0.0243211070103996,0.0887669702912266,-0.0424499302766699
"RIL_267_CR",0.0590238287165593,0.0226993255090591,-0.038397592315692
"RIL_267_UN",0.0582996652945222,-0.00336308983384671,-0.0755548085631764
"RIL_268_CR",0.0156004442651505,0.0646421634200018,-0.0154702867128168
"RIL_268_UN",-0.0269057563059307,0.0147207348914947,0.0185648895591223
"RIL_270_CR",0.238145125415114,0.0848122147690858,-0.110002858207607
"RIL_270_UN",0.0158091582202649,-0.0627570752374815,0.0822591789745221
"RIL_277_CR",0.0355409535545599,0.0695551361638981,-0.0358971694400215
"RIL_277_UN",-0.0627710695665975,-0.0724182156097318,0.0913887361534221
"RIL_281_CR",-0.0488852443949932,-0.0430805139514192,0.0477297656949378
"RIL_281_UN",-0.128221511297166,-0.0374242205610655,0.042304819172642
"RIL_282_CR",-0.0633320091711611,-0.049017601516895,0.0869586419555521
"RIL_282_UN",0.0204804877468212,0.0256723869666315,0.021309620201179
"RIL_284_CR",0.00183098994977449,-0.0210398056063811,0.0301095443832825
"RIL_284_UN",-0.018967301350731,-0.00924840286950376,0.0548558006489693
"RIL_285_CR",0.0413930588132747,0.0314977103221567,-0.0550569568612957
"RIL_285_UN",-0.0126731340314858,0.0970346421660398,-0.103971932914536
"RIL_288_CR",-0.0166570351837595,-0.0533111314573349,0.0344399362730684
"RIL_288_UN",-0.0441097080684251,-0.051584625972678,0.0182627154885607
"RIL_289_CR",-0.081491340295394,-0.084721701162137,0.0959929707947074
"RIL_289_UN",-0.138921820726328,-0.0933145838511405,0.111055215322928
"RIL_290_CR",-0.0529460048980993,-0.0347816372070397,0.0730329788506775
"RIL_290_UN",-0.0316697459197029,-0.0108947566868805,0.0285491803357544
"RIL_294_UN",0.0103243721153987,-0.00732221557285877,0.00328964432890521
"RIL_30_CR",0.0686804560125752,0.0229577600270253,-0.0357220198078632
"RIL_30_UN",-0.0626284041931483,-0.0271865533583709,0.0226587424100864
"RIL_300_CR",0.0374640950783383,-0.0799746775223716,0.0423229862604163
"RIL_300_UN",0.0177862137320862,-0.0587879211916136,0.0304801017126958
"RIL_301_CR",-0.0640949700371593,-0.0089837853638496,0.0453893004180918
"RIL_301_UN",-0.00499828220753473,0.0563343525711652,-0.03987667493115
"RIL_303_CR",-0.00324337521292948,0.110359421402016,-0.11680864366781
"RIL_303_UN",-0.0290734390193851,0.100671054072477,-0.0978160788946702
"RIL_308_CR",0.0237929998121716,0.00321935284696873,-0.00348587025022735
"RIL_308_UN",0.0384921851197298,-0.0489634001874244,0.0220688096238874
"RIL_31_CR",0.0325706472266598,0.0857937883891837,-0.0274245328243238
"RIL_31_UN",0.0487475249944733,0.0989954755556122,-0.0523473953785045
"RIL_311_CR",0.183286344986048,0.147608078931566,-0.141912543437803
"RIL_318_CR",-0.00356819322609235,0.106950394711924,-0.0235411442670529
"RIL_318_UN",0.13402184516383,0.134552946953657,-0.0914127623940668
"RIL_325_CR",0.0317727120221789,-0.0167889858354834,-0.0500026763429853
"RIL_325_UN",-0.0183405926306219,-0.055031100539988,0.00780081350618883
"RIL_329_CR",-0.0119819189286443,0.00976424347883158,0.0369013303512622
"RIL_329_UN",-0.0555383576161696,-0.0371456403573584,0.0476054944557904
"RIL_332_CR",0.00642046468095502,-0.00758870465891917,0.0354005849574959
"RIL_332_UN",-0.00062925952438267,0.0350468003529193,0.00994165079515549
"RIL_337_UN",0.0892766796096569,0.0106758908336633,-0.00455614607579876
"RIL_339_CR",0.118017165032195,0.0691056144722244,-0.0431783383797157
"RIL_339_UN",0.047816533527763,0.0670473672364062,-0.0200741716238634
"RIL_340_CR",0.0349057979821734,0.0650081718719055,-0.0235553182647159
"RIL_340_UN",-0.0252194759696962,0.00590667534617087,0.033279065302623
"RIL_341_CR",0.0160167685192637,0.0566499012623658,-0.0103448993608817
"RIL_341_UN",-0.0318970163920344,0.00971495258929545,0.0330629304022419
"RIL_344_CR",0.00905566787638455,-0.0537857268560058,0.0534793488032791
"RIL_344_UN",0.0100276656658828,-0.0818392912163647,0.0511369921813664
"RIL_346_CR",0.0519166081027349,0.133101801043972,-0.121168482478848
"RIL_346_UN",-0.00723318474879827,0.0411606893334333,-0.0320430600358773
"RIL_347_CR",-0.0626738757609209,-0.0408480421060637,0.0680487652462077
"RIL_347_UN",-0.0588238900321994,-0.0578634581388258,0.050953156823228
"RIL_353_CR",0.0208300853774202,-0.027211425032941,-0.0155277806905788
"RIL_353_UN",0.0700311441783262,0.0184330889985027,-0.0723311154359077
"RIL_354_CR",-0.0423504694368561,-0.010046560526183,-0.0208569719421527
"RIL_354_UN",-0.0310101579703102,-0.0297896666365776,0.015809605462541
"RIL_355_CR",0.0075478662276544,-0.0529275813455713,0.0434978327563546
"RIL_355_UN",0.00437008432575851,-0.0390769022964139,0.0288810240962706
"RIL_357_CR",-0.0583533074605155,-0.0747098569269074,0.0772369635291074
"RIL_357_UN",-0.0916843834069774,-0.0743148300217375,0.081858011889556
"RIL_359_CR",0.0366872090811033,0.077962674496207,-0.0245557707327158
"RIL_359_UN",0.00697855330802111,0.0649392721580239,-0.00370618331710678
"RIL_36_CR",0.0272732562705022,0.111259704921506,-0.0586300375787737
"RIL_36_UN",-0.0105970698202432,0.0979760119269389,-0.0324688113154991
"RIL_360_CR",0.14459244493667,0.0379636080589098,-0.0776176358250512
"RIL_360_UN",0.0417256894974829,-0.0323523525255167,0.0066963441908441
"RIL_363_CR",-0.104853586383619,-0.0455491709472644,0.120933672005218
"RIL_363_UN",-0.0422333802594767,-0.018307801655446,0.0387228930589055
"RIL_373_CR",-0.0266794646776388,-0.0443087457859127,0.0483315638901471
"RIL_373_UN",0.0349212976705683,-0.0087762964122076,-0.0122571924236775
"RIL_376_CR",-0.102482287263046,-0.110100355420473,0.117939840318694
"RIL_376_UN",-0.0134593937625511,0.0492578138307689,-0.0336802409065337
"RIL_380_CR",-0.0697453288694056,0.112026538909629,-0.110163885078437
"RIL_380_UN",-0.139533817456731,0.0912793042909396,-0.115208159016287
"RIL_39_CR",-0.0322228746321143,-0.0703639258079054,0.0560507808754698
"RIL_39_UN",-0.0739212930427655,-0.108739312041051,0.106284950623255
"RIL_42_CR",0.00523056330925426,-0.0174486492482682,0.0110666247307679
"RIL_42_UN",0.0144276873849095,-0.0401409477710472,0.0270092397328394
"RIL_46_CR",-0.0137488802825218,-0.0448165820249068,-0.00497571424511775
"RIL_46_UN",-0.0314271495335611,0.0482393502349756,-0.0632908896972474
"RIL_53_CR",0.104631317480652,0.0272354360069259,-0.045344757043846
"RIL_53_UN",0.0478715135029303,-0.0231839463331783,-0.0286786266564354
"RIL_60_CR",0.00061270199436453,-0.0193517571319559,0.0534777454958052
"RIL_60_UN",-0.0473806740387288,-0.103335336114407,0.11567969463888
"RIL_63_CR",0.0913237045179983,0.00110579389050635,-0.0397900647326368
"RIL_63_UN",-0.082198467384241,-0.0450087581192829,0.0484034254352533
"RIL_65_CR",0.0559438270356638,0.0376299348158274,-0.0715440542274684
"RIL_65_UN",-0.00306525373869021,0.0402866130014416,-0.0178769678473447
"RIL_66_CR",0.0451517428292949,0.0201015184284964,-0.0788857710090901
"RIL_66_UN",-0.0403702479067147,-0.0245886591644089,-0.0531923759475144
"RIL_69_CR",-0.0761200123203201,-0.0931023701604554,0.107557763883541
"RIL_69_UN",-0.0940181265728742,-0.109321710224683,0.12882303576952
"RIL_7_CR",0.0484122217975961,-0.0198940680845291,-0.027438387652067
"RIL_7_UN",-0.0413697891267826,0.0140025336442242,0.0147229128385121
"RIL_70_CR",-0.0331617746602853,0.145797464244206,-0.129629384397209
"RIL_70_UN",-0.0828441620155595,0.0747814338827993,-0.0809761470960165
"RIL_73_CR",0.038861987545629,0.0427977408079648,-0.0488612280264757
"RIL_73_UN",0.0697649665909532,0.118502976418013,-0.0985766832927735
"RIL_76_CR",0.0576659205353283,0.0628078885964669,-0.111787661180227
"RIL_76_UN",0.0108602313819024,-0.0387742704547975,-0.025939438514577
"RIL_80_CR",0.0319061220327599,-0.0564750604965545,0.0491297425571427
"RIL_80_UN",0.0417715865646837,-0.093027119791133,0.059464589210242
"RIL_89_CR",0.158360388584773,0.00252953884579951,-0.103615948287499
"RIL_89_UN",0.0197957214585293,-0.0763817834873002,0.0474743086852628
"RIL_9_CR",-0.0117535851999887,-0.0630655337851661,0.0678409354581832
"RIL_9_UN",0.0121926309522909,-0.0221075013044885,0.0163615914052292
"RIL_93_CR",0.0817869381801663,0.032141104170183,-0.0163798070702651
